sample_type,x1,x2,actual_swap_test_loss,reconstruction_score,reconstruction_fidelity,trash_z_expectation
normal,0.4850613206660776,0.4850613206660776,0.0,0.00016512556225067865,0.9998348744377493,0.9998324398625383
normal,0.49799130291985283,0.49799130291985283,0.0,3.945629554824581e-05,0.9999605437044518,0.9999366729518796
normal,0.5103296188608017,0.5103296188608017,0.0,0.00014153215526746532,0.9998584678447325,0.9997362473206712
normal,0.49580151482334117,0.49580151482334117,0.0,4.3924608406298304e-05,0.9999560753915937,0.9999416889848394
anomaly,0.23660450948139078,0.8137475770180144,0.0185546875,0.052041600166169655,0.9479583998338303,0.9194596386133423
anomaly,0.3095201600772187,0.8775674172555817,0.021240234375,0.05023155774931487,0.9497684422506851,0.9109876269517299
anomaly,0.27935031981288594,0.779846908664197,0.014892578125,0.03999579352595406,0.9600042064740459,0.9375146510395392
anomaly,0.6602076254271685,0.34537342921368674,0.004150390625,0.01685055815275205,0.983149441847248,0.9781992146117023
anomaly,0.16619778955825554,0.665190348105553,0.014892578125,0.05421468568742771,0.9457853143125723,0.935720288234592
anomaly,0.27934570194615876,0.7594500066553616,0.0126953125,0.037523155815294085,0.9624768441847059,0.9429163659575334
anomaly,0.136835193116649,0.6684969657066302,0.015869140625,0.06256933572087164,0.9374306642791284,0.9264935798197631
anomaly,0.24747355834317686,0.6116230330412109,0.007568359375,0.03182312027416734,0.9681768797258327,0.9635272079826707
anomaly,0.8357353641831166,0.24972856106375996,0.0185546875,0.06684972402504996,0.93315027597495,0.9192969962920495
anomaly,0.25238218054222084,0.8182413254714456,0.01806640625,0.04974310346286703,0.950256896537133,0.9212852628845183
anomaly,0.32534947902039285,0.6596566211447186,0.00537109375,0.020568095508128437,0.9794319044918716,0.9716133564834634
anomaly,0.6117797234806835,0.21721916590409482,0.0087890625,0.023948173069326617,0.9760518269306734,0.9579083060451608
anomaly,0.6362992024925515,0.3265659458183635,0.004150390625,0.01499984991787684,0.9850001500821232,0.9786015679957999
anomaly,0.7407051659804095,0.19142100219798808,0.015625,0.049041705477436914,0.9509582945225631,0.9294461807349405
anomaly,0.8191062493067021,0.24457782530631883,0.017578125,0.062439009955020275,0.9375609900449797,0.9231338624228788
anomaly,0.3144151389149913,0.9113579143277618,0.02587890625,0.055796916708934385,0.9442030832910656,0.898706850460571
anomaly,0.2690577717514706,0.752635277043995,0.0126953125,0.03853485271200208,0.9614651472879979,0.942710249485814
anomaly,0.710932280425711,0.21113660677107737,0.012939453125,0.039910745893787736,0.9600892541062123,0.9413213461995419
anomaly,0.6932332535092558,0.18971159346042216,0.014404296875,0.03956374563693654,0.9604362543630635,0.9385923407779232
anomaly,0.26167302073964643,0.7327175511835262,0.01220703125,0.03775778678148123,0.9622422132185188,0.9460059348566584
anomaly,0.7840237770264626,0.1982969036221786,0.018310546875,0.05872300340061298,0.941276996599387,0.9207914886813472
anomaly,0.2012448577143534,0.6836032263328994,0.0126953125,0.046445646542344066,0.9535543534576559,0.9421790702919058
anomaly,0.30545885590503824,0.7061766676641803,0.008544921875,0.0275900894613873,0.9724099105386127,0.9597953646939714
anomaly,0.6693859099246371,0.21552273794427684,0.0107421875,0.031836573282628455,0.9681634267173715,0.9499074709594778
anomaly,0.40280593235428425,0.7084047948186458,0.00537109375,0.016175080323302615,0.9838249196766974,0.9715618154965481
