sample_type,a0,a1,swap_test_loss,reconstruction_fidelity_ideal,reconstruction_score_ideal,trash_z_expectation_ideal
anomaly,0.2234635914071918,0.6878722218870035,0.005126953125,0.9875856491890058,0.01241435081099418,0.9781220449795992
anomaly,0.7680164286654194,0.25152436310952075,0.004638671875,0.9876666958318265,0.012333304168173465,0.978941738395246
anomaly,0.25363213877349333,0.6680703995930121,0.00390625,0.9900271162700532,0.009972883729946758,0.9823438366737447
anomaly,0.24320721342921492,0.7923994154528125,0.01220703125,0.9753780892278647,0.02462191077213527,0.9530810296361703
anomaly,0.8049072982167189,0.22906829432510278,0.00537109375,0.985284733807632,0.01471526619236796,0.9750713774690379
anomaly,0.8093728939406019,0.3931432047474085,0.0009765625,0.9951604385909084,0.004839561409091586,0.994753936077121
anomaly,0.2596881245541699,0.6010329708591492,0.00146484375,0.9948330702479992,0.005166929752000837,0.9918880181166484
anomaly,0.28033912449322496,0.8084511132902796,0.013916015625,0.9735816785532214,0.02641832144677858,0.9487335940852322
anomaly,0.7944679307178699,0.1965832730932882,0.007568359375,0.9817804182466385,0.01821958175336147,0.9678750545105737
anomaly,0.6714967358077599,0.32710029117914047,0.00146484375,0.9942265193968993,0.005773480603100678,0.9901200028056977
anomaly,0.1706054574954497,0.6844081603138892,0.005126953125,0.9865147230458995,0.013485276954100511,0.9774023972063117
